0x00020000; UL; FileMetaInformationGroupLength; File Meta Information Group Length
0x00541300; DS; FrameReferenceTime; Frame Reference Time
0x00541310; IS; PrimaryPromptsCountsAccumulated; Primary (Prompts) Counts Accumulated
0x00541311; IS; SecondaryCountsAccumulated; Secondary Counts Accumulated
0x00541320; DS; SliceSensitivityFactor; Slice Sensitivity Factor
0x00541321; DS; DecayFactor; Decay Factor
0x00541322; DS; DoseCalibrationFactor; Dose Calibration Factor
0x00541323; DS; ScatterFractionFactor; Scatter Fraction Factor
0x00541324; DS; DeadTimeFactor; Dead Time Factor
0x00541330; US; ImageIndex; Image Index
0x00603000; SQ; HistogramSequence; Histogram Sequence
0x00603002; US; HistogramNumberOfBins; Histogram Number of Bins
0x00603004; US; HistogramFirstBinValue; Histogram First Bin Value
0x00603006; US; HistogramLastBinValue; Histogram Last Bin Value
0x00603008; US; HistogramBinWidth; Histogram Bin Width
0x00603010; LO; HistogramExplanation; Histogram Explanation
0x00603020; UL; HistogramData; Histogram Data
0x00620001; CS; SegmentationType; Segmentation Type
0x00620002; SQ; SegmentSequence; Segment Sequence
0x00620003; SQ; SegmentedPropertyCategoryCodeSequence; Segmented Property Category Code Sequence
0x00620004; US; SegmentNumber; Segment Number
0x00620005; LO; SegmentLabel; Segment Label
0x00620006; ST; SegmentDescription; Segment Description
0x00620008; CS; SegmentAlgorithmType; Segment Algorithm Type
0x00620009; LO; SegmentAlgorithmName; Segment Algorithm Name
0x0062000A; SQ; SegmentIdentificationSequence; Segment Identification Sequence
0x0062000B; US; ReferencedSegmentNumber; Referenced Segment Number
0x0062000C; US; RecommendedDisplayGrayscaleValue; Recommended Display Grayscale Value
0x0062000D; US; RecommendedDisplayCIELabValue; Recommended Display CIELab Value
0x0062000E; US; MaximumFractionalValue; Maximum Fractional Value
0x0062000F; SQ; SegmentedPropertyTypeCodeSequence; Segmented Property Type Code Sequence
0x00620010; CS; SegmentationFractionalType; Segmentation Fractional Type
0x00620011; SQ; SegmentedPropertyTypeModifierCodeSequence; Segmented Property Type Modifier Code Sequence
0x00620012; SQ; UsedSegmentsSequence; Used Segments Sequence
0x00620020; UT; TrackingID; Tracking ID
0x00620021; UI; TrackingUID; Tracking UID
0x00640002; SQ; DeformableRegistrationSequence; Deformable Registration Sequence
0x00640003; UI; SourceFrameOfReferenceUID; Source Frame of Reference UID
0x00640005; SQ; DeformableRegistrationGridSequence; Deformable Registration Grid Sequence
0x00640007; UL; GridDimensions; Grid Dimensions
0x00640008; FD; GridResolution; Grid Resolution
0x00640009; OF; VectorGridData; Vector Grid Data
0x0064000F; SQ; PreDeformationMatrixRegistrationSequence; Pre Deformation Matrix Registration Sequence
0x00640010; SQ; PostDeformationMatrixRegistrationSequence; Post Deformation Matrix Registration Sequence
0x00660001; UL; NumberOfSurfaces; Number of Surfaces
0x00660002; SQ; SurfaceSequence; Surface Sequence
0x00660003; UL; SurfaceNumber; Surface Number
0x00660004; LT; SurfaceComments; Surface Comments
0x00660009; CS; SurfaceProcessing; Surface Processing
0x0066000A; FL; SurfaceProcessingRatio; Surface Processing Ratio
0x0066000B; LO; SurfaceProcessingDescription; Surface Processing Description
0x0066000C; FL; RecommendedPresentationOpacity; Recommended Presentation Opacity
0x0066000D; CS; RecommendedPresentationType; Recommended Presentation Type
0x0066000E; CS; FiniteVolume; Finite Volume
0x00660010; CS; Manifold; Manifold
0x00660011; SQ; SurfacePointsSequence; Surface Points Sequence
0x00660012; SQ; SurfacePointsNormalsSequence; Surface Points Normals Sequence
0x00660013; SQ; SurfaceMeshPrimitivesSequence; Surface Mesh Primitives Sequence
0x00660015; UL; NumberOfSurfacePoints; Number of Surface Points
0x00660016; OF; PointCoordinatesData; Point Coordinates Data
0x00660017; FL; PointPositionAccuracy; Point Position Accuracy
0x00660018; FL; MeanPointDistance; Mean Point Distance
0x00660019; FL; MaximumPointDistance; Maximum Point Distance
0x0066001A; FL; PointsBoundingBoxCoordinates; Points Bounding Box Coordinates
0x0066001B; FL; AxisOfRotation; Axis of Rotation
0x0066001C; FL; CenterOfRotation; Center of Rotation
0x0066001E; UL; NumberOfVectors; Number of Vectors
0x0066001F; US; VectorDimensionality; Vector Dimensionality
0x00660020; FL; VectorAccuracy; Vector Accuracy
0x00660021; OF; VectorCoordinateData; Vector Coordinate Data
0x00660026; SQ; TriangleStripSequence; Triangle Strip Sequence
0x00660027; SQ; TriangleFanSequence; Triangle Fan Sequence
0x00660028; SQ; LineSequence; Line Sequence
0x0066002A; UL; SurfaceCount; Surface Count
0x0066002B; SQ; ReferencedSurfaceSequence; Referenced Surface Sequence
0x0066002C; UL; ReferencedSurfaceNumber; Referenced Surface Number
0x0066002D; SQ; SegmentSurfaceGenerationAlgorithmIdentificationSequence; Segment Surface Generation Algorithm Identification Sequence
0x0066002E; SQ; SegmentSurfaceSourceInstanceSequence; Segment Surface Source Instance Sequence
0x0066002F; SQ; AlgorithmFamilyCodeSequence; Algorithm Family Code Sequence
0x00660030; SQ; AlgorithmNameCodeSequence; Algorithm Name Code Sequence
0x00660031; LO; AlgorithmVersion; Algorithm Version
0x00660032; LT; AlgorithmParameters; Algorithm Parameters
0x00660034; SQ; FacetSequence; Facet Sequence
0x00660035; SQ; SurfaceProcessingAlgorithmIdentificationSequence; Surface Processing Algorithm Identification Sequence
0x00660036; LO; AlgorithmName; Algorithm Name
0x00660037; FL; RecommendedPointRadius; Recommended Point Radius
0x00660038; FL; RecommendedLineThickness; Recommended Line Thickness
0x00660040; OL; LongPrimitivePointIndexList; Long Primitive Point Index List
0x00660041; OL; LongTrianglePointIndexList; Long Triangle Point Index List
0x00660042; OL; LongEdgePointIndexList; Long Edge Point Index List
0x00660043; OL; LongVertexPointIndexList; Long Vertex Point Index List
0x00660101; SQ; TrackSetSequence; Track Set Sequence
0x00660102; SQ; TrackSequence; Track Sequence
0x00660103; OW; RecommendedDisplayCIELabValueList; Recommended Display CIELab Value List
0x00660104; SQ; TrackingAlgorithmIdentificationSequence; Tracking Algorithm Identification Sequence
0x00660105; UL; TrackSetNumber; Track Set Number
0x00660106; LO; TrackSetLabel; Track Set Label
0x00660107; UT; TrackSetDescription; Track Set Description
0x00660108; SQ; TrackSetAnatomicalTypeCodeSequence; Track Set Anatomical Type Code Sequence
0x00660121; SQ; MeasurementsSequence; Measurements Sequence
0x00660124; SQ; TrackSetStatisticsSequence; Track Set Statistics Sequence
0x00660125; OF; FloatingPointValues; Floating Point Values
0x00660129; OL; TrackPointIndexList; Track Point Index List
0x00660130; SQ; TrackStatisticsSequence; Track Statistics Sequence
0x00660132; SQ; MeasurementValuesSequence; Measurement Values Sequence
0x00660133; SQ; DiffusionAcquisitionCodeSequence; Diffusion Acquisition Code Sequence
0x00660134; SQ; DiffusionModelCodeSequence; Diffusion Model Code Sequence
0x00686210; LO; ImplantSize; Implant Size
0x00686221; LO; ImplantTemplateVersion; Implant Template Version
0x00686222; SQ; ReplacedImplantTemplateSequence; Replaced Implant Template Sequence
0x00686223; CS; ImplantType; Implant Type
0x00686224; SQ; DerivationImplantTemplateSequence; Derivation Implant Template Sequence
0x00686225; SQ; OriginalImplantTemplateSequence; Original Implant Template Sequence
0x00686226; DT; EffectiveDateTime; Effective DateTime
0x00686230; SQ; ImplantTargetAnatomySequence; Implant Target Anatomy Sequence
0x00686260; SQ; InformationFromManufacturerSequence; Information From Manufacturer Sequence
0x00686265; SQ; NotificationFromManufacturerSequence; Notification From Manufacturer Sequence
0x00686270; DT; InformationIssueDateTime; Information Issue DateTime
0x00686280; ST; InformationSummary; Information Summary
0x006862A0; SQ; ImplantRegulatoryDisapprovalCodeSequence; Implant Regulatory Disapproval Code Sequence
0x006862A5; FD; OverallTemplateSpatialTolerance; Overall Template Spatial Tolerance
0x006862C0; SQ; HPGLDocumentSequence; HPGL Document Sequence
0x006862D0; US; HPGLDocumentID; HPGL Document ID
0x006862D5; LO; HPGLDocumentLabel; HPGL Document Label
0x006862E0; SQ; ViewOrientationCodeSequence; View Orientation Code Sequence
0x006862F0; FD; ViewOrientationModifier; View Orientation Modifier
0x006862F2; FD; HPGLDocumentScaling; HPGL Document Scaling
0x00686300; OB; HPGLDocument; HPGL Document
0x00686310; US; HPGLContourPenNumber; HPGL Contour Pen Number
0x00686320; SQ; HPGLPenSequence; HPGL Pen Sequence
0x00686330; US; HPGLPenNumber; HPGL Pen Number
0x00686340; LO; HPGLPenLabel; HPGL Pen Label
0x00686345; ST; HPGLPenDescription; HPGL Pen Description
0x00686346; FD; RecommendedRotationPoint; Recommended Rotation Point
0x00686347; FD; BoundingRectangle; Bounding Rectangle
0x00686350; US; ImplantTemplate3DModelSurfaceNumber; Implant Template 3D Model Surface Number
0x00686360; SQ; SurfaceModelDescriptionSequence; Surface Model Description Sequence
0x00686380; LO; SurfaceModelLabel; Surface Model Label
0x00686390; FD; SurfaceModelScalingFactor; Surface Model Scaling Factor
0x006863A0; SQ; MaterialsCodeSequence; Materials Code Sequence
0x006863A4; SQ; CoatingMaterialsCodeSequence; Coating Materials Code Sequence
0x006863A8; SQ; ImplantTypeCodeSequence; Implant Type Code Sequence
0x006863AC; SQ; FixationMethodCodeSequence; Fixation Method Code Sequence
0x006863B0; SQ; MatingFeatureSetsSequence; Mating Feature Sets Sequence
0x006863C0; US; MatingFeatureSetID; Mating Feature Set ID
0x006863D0; LO; MatingFeatureSetLabel; Mating Feature Set Label
0x006863E0; SQ; MatingFeatureSequence; Mating Feature Sequence
0x006863F0; US; MatingFeatureID; Mating Feature ID
0x00686400; SQ; MatingFeatureDegreeOfFreedomSequence; Mating Feature Degree of Freedom Sequence
0x00686410; US; DegreeOfFreedomID; Degree of Freedom ID
0x00686420; CS; DegreeOfFreedomType; Degree of Freedom Type
0x00686430; SQ; TwoDMatingFeatureCoordinatesSequence; 2D Mating Feature Coordinates Sequence
0x00686440; US; ReferencedHPGLDocumentID; Referenced HPGL Document ID
0x00686450; FD; TwoDMatingPoint; 2D Mating Point
0x00686460; FD; TwoDMatingAxes; 2D Mating Axes
0x00686470; SQ; TwoDDegreeOfFreedomSequence; 2D Degree of Freedom Sequence
0x00686490; FD; ThreeDDegreeOfFreedomAxis; 3D Degree of Freedom Axis
0x006864A0; FD; RangeOfFreedom; Range of Freedom
0x006864C0; FD; ThreeDMatingPoint; 3D Mating Point
0x006864D0; FD; ThreeDMatingAxes; 3D Mating Axes
0x006864F0; FD; TwoDDegreeOfFreedomAxis; 2D Degree of Freedom Axis
0x00686500; SQ; PlanningLandmarkPointSequence; Planning Landmark Point Sequence
0x00686510; SQ; PlanningLandmarkLineSequence; Planning Landmark Line Sequence
0x00686520; SQ; PlanningLandmarkPlaneSequence; Planning Landmark Plane Sequence
0x00686530; US; PlanningLandmarkID; Planning Landmark ID
0x00686540; LO; PlanningLandmarkDescription; Planning Landmark Description
0x00686545; SQ; PlanningLandmarkIdentificationCodeSequence; Planning Landmark Identification Code Sequence
0x00686550; SQ; TwoDPointCoordinatesSequence; 2D Point Coordinates Sequence
0x00686560; FD; TwoDPointCoordinates; 2D Point Coordinates
0x00686590; FD; ThreeDPointCoordinates; 3D Point Coordinates
0x006865A0; SQ; TwoDLineCoordinatesSequence; 2D Line Coordinates Sequence
0x006865B0; FD; TwoDLineCoordinates; 2D Line Coordinates
0x006865D0; FD; ThreeDLineCoordinates; 3D Line Coordinates
0x006865E0; SQ; TwoDPlaneCoordinatesSequence; 2D Plane Coordinates Sequence
0x006865F0; FD; TwoDPlaneIntersection; 2D Plane Intersection
0x00686610; FD; ThreeDPlaneOrigin; 3D Plane Origin
0x00686620; FD; ThreeDPlaneNormal; 3D Plane Normal
0x00700001; SQ; GraphicAnnotationSequence; Graphic Annotation Sequence
0x00700002; CS; GraphicLayer; Graphic Layer
0x00700003; CS; BoundingBoxAnnotationUnits; Bounding Box Annotation Units
0x00700004; CS; AnchorPointAnnotationUnits; Anchor Point Annotation Units
0x00700005; CS; GraphicAnnotationUnits; Graphic Annotation Units
0x00700006; ST; UnformattedTextValue; Unformatted Text Value
0x00700008; SQ; TextObjectSequence; Text Object Sequence
0x00700009; SQ; GraphicObjectSequence; Graphic Object Sequence
0x00700010; FL; BoundingBoxTopLeftHandCorner; Bounding Box Top Left Hand Corner
0x00700011; FL; BoundingBoxBottomRightHandCorner; Bounding Box Bottom Right Hand Corner
0x00700012; CS; BoundingBoxTextHorizontalJustification; Bounding Box Text Horizontal Justification
0x00700014; FL; AnchorPoint; Anchor Point
0x00700015; CS; AnchorPointVisibility; Anchor Point Visibility
0x00700020; US; GraphicDimensions; Graphic Dimensions
0x00700021; US; NumberOfGraphicPoints; Number of Graphic Points
0x00700022; FL; GraphicData; Graphic Data
0x00700023; CS; GraphicType; Graphic Type
0x00700024; CS; GraphicFilled; Graphic Filled
0x00700041; CS; ImageHorizontalFlip; Image Horizontal Flip
0x00700042; US; ImageRotation; Image Rotation
0x00700052; SL; DisplayedAreaTopLeftHandCorner; Displayed Area Top Left Hand Corner
0x00700053; SL; DisplayedAreaBottomRightHandCorner; Displayed Area Bottom Right Hand Corner
0x0070005A; SQ; DisplayedAreaSelectionSequence; Displayed Area Selection Sequence
0x00700060; SQ; GraphicLayerSequence; Graphic Layer Sequence
0x00700062; IS; GraphicLayerOrder; Graphic Layer Order
0x00700066; US; GraphicLayerRecommendedDisplayGrayscaleValue; Graphic Layer Recommended Display Grayscale Value
0x00700068; LO; GraphicLayerDescription; Graphic Layer Description
0x00700080; CS; ContentLabel; Content Label
0x00700081; LO; ContentDescription; Content Description
0x00700082; DA; PresentationCreationDate; Presentation Creation Date
0x00700083; TM; PresentationCreationTime; Presentation Creation Time
0x00700084; PN; ContentCreatorName; Content Creator's Name
0x00700086; SQ; ContentCreatorIdentificationCodeSequence; Content Creator's Identification Code Sequence
0x00700087; SQ; AlternateContentDescriptionSequence; Alternate Content Description Sequence
0x00700100; CS; PresentationSizeMode; Presentation Size Mode
0x00700101; DS; PresentationPixelSpacing; Presentation Pixel Spacing
0x00700102; IS; PresentationPixelAspectRatio; Presentation Pixel Aspect Ratio
0x00700103; FL; PresentationPixelMagnificationRatio; Presentation Pixel Magnification Ratio
0x00700207; LO; GraphicGroupLabel; Graphic Group Label
0x00700208; ST; GraphicGroupDescription; Graphic Group Description
0x00700209; SQ; CompoundGraphicSequence; Compound Graphic Sequence
0x00700226; UL; CompoundGraphicInstanceID; Compound Graphic Instance ID
0x00700227; LO; FontName; Font Name
0x00700228; CS; FontNameType; Font Name Type
0x00700229; LO; CSSFontName; CSS Font Name
0x00700230; FD; RotationAngle; Rotation Angle
0x00700231; SQ; TextStyleSequence; Text Style Sequence
0x00700232; SQ; LineStyleSequence; Line Style Sequence
0x00700233; SQ; FillStyleSequence; Fill Style Sequence
0x00700234; SQ; GraphicGroupSequence; Graphic Group Sequence
0x00700241; US; TextColorCIELabValue; Text Color CIELab Value
0x00700242; CS; HorizontalAlignment; Horizontal Alignment
0x00700243; CS; VerticalAlignment; Vertical Alignment
0x00700244; CS; ShadowStyle; Shadow Style
0x00700245; FL; ShadowOffsetX; Shadow Offset X
0x00700246; FL; ShadowOffsetY; Shadow Offset Y
0x00700247; US; ShadowColorCIELabValue; Shadow Color CIELab Value
0x00700248; CS; Underlined; Underlined
0x00700249; CS; Bold; Bold
0x00700250; CS; Italic; Italic
0x00700251; US; PatternOnColorCIELabValue; Pattern On Color CIELab Value
0x00700252; US; PatternOffColorCIELabValue; Pattern Off Color CIELab Value
0x00700253; FL; LineThickness; Line Thickness
0x00700254; CS; LineDashingStyle; Line Dashing Style
0x00700255; UL; LinePattern; Line Pattern
0x00700256; OB; FillPattern; Fill Pattern
0x00700257; CS; FillMode; Fill Mode
0x00700258; FL; ShadowOpacity; Shadow Opacity
0x00700261; FL; GapLength; Gap Length
0x00700262; FL; DiameterOfVisibility; Diameter of Visibility
0x00700273; FL; RotationPoint; Rotation Point
0x00700274; CS; TickAlignment; Tick Alignment
0x00700278; CS; ShowTickLabel; Show Tick Label
0x00700279; CS; TickLabelAlignment; Tick Label Alignment
0x00700282; CS; CompoundGraphicUnits; Compound Graphic Units
0x00700284; FL; PatternOnOpacity; Pattern On Opacity
0x00700285; FL; PatternOffOpacity; Pattern Off Opacity
0x00700287; SQ; MajorTicksSequence; Major Ticks Sequence
0x00700288; FL; TickPosition; Tick Position
0x00700289; SH; TickLabel; Tick Label
0x00700294; CS; CompoundGraphicType; Compound Graphic Type
